Date,smooth_close,smooth_troughs,smooth_peaks,close_troughs,close_peaks,ma25,ma50,ma100,ma200,macd_short,macd_long,MACD,MACD_signal,macd_distance,macd_troughs,macd_peaks,PnL1,PnL2,PnL3,PnL4,PnL5,PnL6,PnL7,PnL8,PnL1_days,PnL2_days,PnL3_days,PnL4_days,PnL5_days,PnL6_days,PnL7_days,PnL8_days,rsi_up_chg,rsi_down_chg,rsi_up_chg_avg,rsi_down_chg_avg,rsi_rs,RSI,rsi_troughs,rsi_peaks,rsi_distance,fastK,fastD,fast_troughs,fast_peaks,slowK,slowD,slow_troughs,slow_peaks,dist_no25,dist_no200,dist_all4,all_no25,no200_no25,all_no200,all4_up,no25_up,no200_up,bull_start,bull,bull_retrace,bull_end,bear_start,bear,bear_recovery,bear_end,smooth_p1,smooth_p2,smooth_p3,smooth_t1,smooth_t2,smooth_t3,smooth_p1_date,smooth_p2_date,smooth_p3_date,smooth_t1_date,smooth_t2_date,smooth_t3_date,close_p1,close_p2,close_p3,close_t1,close_t2,close_t3,close_p1_date,close_p2_date,close_p3_date,close_t1_date,close_t2_date,close_t3_date,v3,v2,v1,v3p,v2p,v1p,macd_p1,macd_p2,macd_p3,macd_t1,macd_t2,macd_t3,macd_p1_signal,macd_p2_signal,macd_p3_signal,macd_t1_signal,macd_t2_signal,macd_t3_signal,slow_p1,slow_p2,slow_p3,slow_t1,slow_t2,slow_t3,fast_p1,fast_p2,fast_p3,fast_t1,fast_t2,fast_t3,rsi_p1,rsi_p2,rsi_p3,rsi_t1,rsi_t2,rsi_t3,macd_p1_date,macd_p2_date,macd_p3_date,macd_t1_date,macd_t2_date,macd_t3_date,slow_p1_date,slow_p2_date,slow_p3_date,slow_t1_date,slow_t2_date,slow_t3_date,fast_p1_date,fast_p2_date,fast_p3_date,fast_t1_date,fast_t2_date,fast_t3_date,rsi_p1_date,rsi_p2_date,rsi_p3_date,rsi_t1_date,rsi_t2_date,rsi_t3_date,mincp,maxcp,minct,maxct,minmp,maxmp,minmt,maxmt,minsp,maxsp,minst,maxst,minfp,maxfp,minft,maxft,minrp,maxrp,minrt,maxrt,mp_positives,mt_positives,vol_n2p,vol_p2p,vol_p2n,vol_n2n,vol_hist5,vol_hist4,vol_hist3,vol_hist2,vol_hist1,life5,life4,life3,life2,life1,buy_call,sell_call
2020-12-21,0.65954,,,,,0.50625,0.40521,0.32035,0.26469,0.58792,0.50071,0.08721,0.0892,-0.00199,0.087,,,,,,,,,,,,,,,,,,0.05,0.0,0.02026,-0.01034,1.96061,66.22316,,,0.92316,100.0,93.29589,,,94.80416,95.30293,,,1.4052,1.859,2.4156,1.0104,0.4538,0.5566,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.623,0.628,0.574,0.61,0.54,0.531,2020-12-02,2020-08-10,2020-03-04,2020-12-10,2020-11-12,2020-03-09,10000,100000,9000,-27.27,-42.08,-14.39,0.105,0.0,0.0,0.087,100.0,100,0.0809,0.0,0.0,0.0892,100.0,100,96.3,100.0,0.0,6.667,89.38,100.0,96.632,96.093,100.0,83.255,95.401,67.248,74.828,90.13,90.499,65.3,72.156,89.905,2020-08-10,1999-01-01,1999-01-01,2020-12-21,1999-01-01,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-12-02,2020-11-19,2020-08-10,2020-12-10,2020-11-30,2020-11-12,2020-11-19,2020-08-10,2020-07-27,2020-12-10,2020-11-12,2020-08-06,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,,,,,n2n,n2p,p2p,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2020-12-22,0.67455,,,,0.78,0.52731,0.41991,0.32945,0.26982,0.61747,0.5214,0.09607,0.09058,0.0055,,0.096,,,,,,,,,,,,,,,,,0.12,0.0,0.02505,-0.01034,2.42364,70.79128,,70.791,5.49128,100.0,94.41846,,100.0,94.80416,94.80416,,,1.5009,1.9786,2.5749,1.074,0.4777,0.5963,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.78,0.623,0.628,0.61,0.54,0.531,2020-12-22,2020-12-02,2020-08-10,2020-12-10,2020-11-12,2020-03-09,100000,9000,220000,-42.08,-14.39,176.47,0.096,0.105,0.0,0.087,100.0,100,0.09058,0.0809,0.0,0.0892,100.0,100,96.3,100.0,0.0,6.667,89.38,100.0,100.0,96.632,96.093,83.255,95.401,67.248,70.791,74.828,90.13,65.3,72.156,89.905,2020-12-22,2020-08-10,1999-01-01,2020-12-21,1999-01-01,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-12-22,2020-12-02,2020-11-19,2020-12-10,2020-11-30,2020-11-12,2020-12-22,2020-11-19,2020-08-10,2020-12-10,2020-11-12,2020-08-06,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,220000.0,,,,n2p,p2p,n2p,p2n,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2021-01-11,0.68875,,,,,0.53751,0.42932,0.33599,0.2737,0.62402,0.53167,0.09235,0.09093,0.00142,,,,,,,,,,,,,,,,,,,-0.0,-0.12,0.02505,-0.01581,1.58473,61.31119,,,-9.47981,50.08319,83.36106,,,76.47059,88.69297,,,1.5562,2.0152,2.6381,1.0819,0.459,0.6229,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.78,0.623,0.628,0.61,0.54,0.531,2020-12-22,2020-12-02,2020-08-10,2020-12-10,2020-11-12,2020-03-09,9000,220000,3000,-14.39,176.47,-29.48,0.096,0.105,0.0,0.087,100.0,100,0.09058,0.0809,0.0,0.0892,100.0,100,96.3,100.0,0.0,6.667,89.38,100.0,100.0,96.632,96.093,83.255,95.401,67.248,70.791,74.828,90.13,65.3,72.156,89.905,2020-12-22,2020-08-10,1999-01-01,2020-12-21,1999-01-01,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-12-22,2020-12-02,2020-11-19,2020-12-10,2020-11-30,2020-11-12,2020-12-22,2020-11-19,2020-08-10,2020-12-10,2020-11-12,2020-08-06,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,,,-3000.0,,p2p,n2p,p2n,n2p,p2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2021-01-25,0.70055,,,,,0.54694,0.43837,0.34241,0.27754,0.62955,0.54117,0.08838,0.09042,-0.00204,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0216,-0.01581,1.36647,57.74298,,,-13.04802,50.08319,66.72213,,,52.94118,74.73864,,,1.6083,2.0453,2.694,1.0857,0.437,0.6487,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.78,0.623,0.628,0.61,0.54,0.531,2020-12-22,2020-12-02,2020-08-10,2020-12-10,2020-11-12,2020-03-09,220000,3000,50000,176.47,-29.48,17.67,0.096,0.105,0.0,0.087,100.0,100,0.09058,0.0809,0.0,0.0892,100.0,100,96.3,100.0,0.0,6.667,89.38,100.0,100.0,96.632,96.093,83.255,95.401,67.248,70.791,74.828,90.13,65.3,72.156,89.905,2020-12-22,2020-08-10,1999-01-01,2020-12-21,1999-01-01,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2020-11-12,2020-03-20,1999-01-01,2020-12-22,2020-12-02,2020-11-19,2020-12-10,2020-11-30,2020-11-12,2020-12-22,2020-11-19,2020-08-10,2020-12-10,2020-11-12,2020-08-06,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,50000.0,,,,n2p,p2n,n2p,p2n,n2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2021-03-12,0.70852,,,0.66,,0.55563,0.44706,0.3487,0.28135,0.63424,0.54998,0.08426,0.08919,-0.00493,0.084,,,,,,,,,,,,,,,,,,0.0,0.0,0.0195,-0.01581,1.23362,55.22962,55.23,,-15.56138,50.08319,50.08319,50.083,,29.41176,52.94118,29.412,,1.6571,2.0693,2.7428,1.0857,0.4122,0.6735,1,1,1,,0.15,,,,,,,0.0,0,0,0,0,0,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.78,0.623,0.628,0.66,0.61,0.54,2020-12-22,2020-12-02,2020-08-10,2021-03-12,2020-12-10,2020-11-12,3000,50000,417500,-29.48,17.67,72.34,0.096,0.105,0.0,0.084,0.087,100,0.09058,0.0809,0.0,0.08919,0.0892,100,96.3,100.0,0.0,29.412,6.667,89.38,100.0,96.632,96.093,50.083,83.255,95.401,70.791,74.828,90.13,55.23,65.3,72.156,2020-12-22,2020-08-10,1999-01-01,2021-03-12,2020-12-21,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2021-03-12,2020-11-12,2020-03-20,2020-12-22,2020-12-02,2020-11-19,2021-03-12,2020-12-10,2020-11-30,2020-12-22,2020-11-19,2020-08-10,2021-03-12,2020-12-10,2020-11-12,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,,417500.0,,,p2n,n2p,p2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2021-04-05,0.71122,,0.711,,,0.57289,0.46012,0.35724,0.28631,0.65666,0.56701,0.08965,0.08928,0.00037,,,,,,,,,,,,,,,,,,,0.12,0.0,0.02737,-0.01581,1.73159,63.39123,,,8.16123,100.0,66.72213,,,52.94118,45.09804,,,1.7381,2.1565,2.8658,1.1277,0.4184,0.7093,1,1,1,,0.15,,,,,,,0.711,0,0,0,0,0,2021-04-05,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.78,0.623,0.628,0.66,0.61,0.54,2020-12-22,2020-12-02,2020-08-10,2021-03-12,2020-12-10,2020-11-12,50000,417500,10000,17.67,72.34,1.49,0.096,0.105,0.0,0.084,0.087,100,0.09058,0.0809,0.0,0.08919,0.0892,100,96.3,100.0,0.0,29.412,6.667,89.38,100.0,96.632,96.093,50.083,83.255,95.401,70.791,74.828,90.13,55.23,65.3,72.156,2020-12-22,2020-08-10,1999-01-01,2021-03-12,2020-12-21,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2021-03-12,2020-11-12,2020-03-20,2020-12-22,2020-12-02,2020-11-19,2021-03-12,2020-12-10,2020-11-30,2020-12-22,2020-11-19,2020-08-10,2021-03-12,2020-12-10,2020-11-12,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,,,,,p2n,n2p,p2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2021-04-07,0.70739,,,,0.8,0.59036,0.47345,0.36601,0.29142,0.67871,0.58427,0.09444,0.09031,0.00413,,0.094,,,,,,,,,,,,,,,,,0.02,0.0,0.0281,-0.01581,1.77768,63.9987,,63.999,8.7687,100.0,83.36106,,100.0,76.47059,52.94118,,,1.8203,2.2435,2.9894,1.1691,0.4232,0.7459,1,1,1,,0.15,,,,,,,0.711,0,0,0,0,0,2021-04-05,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.8,0.78,0.623,0.66,0.61,0.54,2021-04-07,2020-12-22,2020-12-02,2021-03-12,2020-12-10,2020-11-12,417500,10000,30000,72.34,1.49,-4.19,0.094,0.096,0.105,0.084,0.087,100,0.09031,0.09058,0.0809,0.08919,0.0892,100,96.3,100.0,0.0,29.412,6.667,89.38,100.0,100.0,96.632,50.083,83.255,95.401,63.999,70.791,74.828,55.23,65.3,72.156,2021-04-07,2020-12-22,2020-08-10,2021-03-12,2020-12-21,1999-01-01,2020-12-02,2020-08-10,1999-01-01,2021-03-12,2020-11-12,2020-03-20,2021-04-07,2020-12-22,2020-12-02,2021-03-12,2020-12-10,2020-11-30,2021-04-07,2020-12-22,2020-11-19,2021-03-12,2020-12-10,2020-11-12,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,,,,,p2n,n2p,p2n,n2p,p2p,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2021-04-12,0.69654,,,,,0.60226,0.4841,0.37351,0.29593,0.68891,0.59618,0.09273,0.0908,0.00194,,,,,,,,,,,,,,,,,,,-0.0,-0.055,0.0281,-0.01694,1.65922,62.39492,,,-1.60408,78.87865,92.95955,,,86.90476,72.10551,,86.905,1.8817,2.2875,3.0633,1.1816,0.4058,0.7758,1,1,1,,0.15,,,,,,,0.711,0,0,0,0,0,2021-04-05,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.8,0.78,0.623,0.66,0.61,0.54,2021-04-07,2020-12-22,2020-12-02,2021-03-12,2020-12-10,2020-11-12,10000,30000,20000,1.49,-4.19,-86.89,0.094,0.096,0.105,0.084,0.087,100,0.09031,0.09058,0.0809,0.08919,0.0892,100,86.905,96.3,100.0,29.412,6.667,89.38,100.0,100.0,96.632,50.083,83.255,95.401,63.999,70.791,74.828,55.23,65.3,72.156,2021-04-07,2020-12-22,2020-08-10,2021-03-12,2020-12-21,1999-01-01,2021-04-12,2020-12-02,2020-08-10,2021-03-12,2020-11-12,2020-03-20,2021-04-07,2020-12-22,2020-12-02,2021-03-12,2020-12-10,2020-11-30,2021-04-07,2020-12-22,2020-11-19,2021-03-12,2020-12-10,2020-11-12,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,,,,-20000.0,n2p,p2n,n2p,p2p,n2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2021-04-13,0.67999,,,,,0.61324,0.49433,0.38087,0.3004,0.69754,0.6072,0.09034,0.09071,-0.00037,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0281,-0.01694,1.65922,62.39492,,,-1.60408,78.87865,85.9191,,,73.80952,79.06162,,,1.9393,2.3237,3.1284,1.1891,0.3844,0.8047,1,1,1,,0.15,,,,,,,0.711,0,0,0,0,0,2021-04-05,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.8,0.78,0.623,0.66,0.61,0.54,2021-04-07,2020-12-22,2020-12-02,2021-03-12,2020-12-10,2020-11-12,30000,20000,10000,-4.19,-86.89,0.0,0.094,0.096,0.105,0.084,0.087,100,0.09031,0.09058,0.0809,0.08919,0.0892,100,86.905,96.3,100.0,29.412,6.667,89.38,100.0,100.0,96.632,50.083,83.255,95.401,63.999,70.791,74.828,55.23,65.3,72.156,2021-04-07,2020-12-22,2020-08-10,2021-03-12,2020-12-21,1999-01-01,2021-04-12,2020-12-02,2020-08-10,2021-03-12,2020-11-12,2020-03-20,2021-04-07,2020-12-22,2020-12-02,2021-03-12,2020-12-10,2020-11-30,2021-04-07,2020-12-22,2020-11-19,2021-03-12,2020-12-10,2020-11-12,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,,,,,n2p,p2n,n2p,p2p,n2n,Life.Empty,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,,
2021-05-31,0.6603,,,,,0.61606,0.50043,0.3862,0.30388,0.69023,0.61037,0.07985,0.08854,-0.00868,,,,,,,,,,,,,,,,,,,-0.0,-0.095,0.0281,-0.02021,1.39011,58.16085,,,-5.83815,29.01088,62.25606,,,40.47619,67.06349,,,1.9655,2.2986,3.1218,1.1563,0.3331,0.8232,1,1,0,,,0.15,,,,,,0.711,0,0,0,0,0,2021-04-05,1999-01-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,0.8,0.78,0.623,0.66,0.61,0.54,2021-04-07,2020-12-22,2020-12-02,2021-03-12,2020-12-10,2020-11-12,20000,10000,20000,-86.89,0.0,-16.67,0.094,0.096,0.105,0.084,0.087,100,0.09031,0.09058,0.0809,0.08919,0.0892,100,86.905,96.3,100.0,29.412,6.667,89.38,100.0,100.0,96.632,50.083,83.255,95.401,63.999,70.791,74.828,55.23,65.3,72.156,2021-04-07,2020-12-22,2020-08-10,2021-03-12,2020-12-21,1999-01-01,2021-04-12,2020-12-02,2020-08-10,2021-03-12,2020-11-12,2020-03-20,2021-04-07,2020-12-22,2020-12-02,2021-03-12,2020-12-10,2020-11-30,2021-04-07,2020-12-22,2020-11-19,2021-03-12,2020-12-10,2020-11-12,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,,,,,n2p,p2n,n2p,p2p,n2n,Life.Empty,Life.Empty,Life.BearStart,Life.Bull,Life.BullRetrace,,
